episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
256, -4086.171228289604, 3, 13.808996762999413, 402, 66877,                                             66877, 16.452611923217773, 403.8672790527344
257, -3310.2144598960876, 3, 9.572183637000307, 259, 67136,                                             67136, 16.790966033935547, 404.43780517578125
258, -3129.185662984848, 3, 8.36405354999988, 255, 67391,                                             67391, 15.827272415161133, 402.86199951171875
259, -3412.2133713960648, 3, 9.924750041000152, 279, 67670,                                             67670, 16.723587036132812, 402.85321044921875
260, -3350.055887699127, 3, 9.768764862999888, 258, 67928,                                             67928, 16.447967529296875, 404.2793273925781
261, -3182.73575258255, 3, 9.198383961000218, 262, 68190,                                             68190, 16.765321731567383, 403.00982666015625
262, -3464.889757037163, 3, 10.609470344000329, 327, 68517,                                             68517, 16.515613555908203, 403.2234191894531
263, -2706.2084171772003, 4, 20.611683596999683, 572, 69089,                                             69089, 16.473249435424805, 403.7161865234375
264, -5504.769977092743, 2, 19.66455290600061, 569, 69658,                                             69658, 15.993743896484375, 402.60498046875
265, -2675.7143635749817, 4, 23.09724588300014, 702, 70360,                                             70360, 16.489768981933594, 401.9754333496094
266, -3039.3551050424576, 3, 6.952022743999805, 204, 70564,                                             70564, 15.998639106750488, 404.9007263183594
267, -3230.988330721855, 3, 8.757495629000005, 256, 70820,                                             70820, 16.232723236083984, 401.7554931640625
268, -3629.326410651207, 4, 23.137667150000198, 697, 71517,                                             71517, 15.861434936523438, 402.9874572753906
269, -3256.265817642212, 4, 22.847670799000298, 660, 72177,                                             72177, 14.894160270690918, 403.54791259765625
270, -2783.8976736068726, 4, 20.02359182500004, 591, 72768,                                             72768, 15.608651161193848, 404.2866516113281
271, -3433.8085086345673, 3, 9.764142250999612, 286, 73054,                                             73054, 15.880204200744629, 403.4635925292969
272, -3562.823166489601, 3, 11.374749442999928, 338, 73392,                                             73392, 14.786324501037598, 404.8431396484375
273, -3503.1509187221527, 4, 21.504704060000222, 641, 74033,                                             74033, 14.912519454956055, 403.8010559082031
274, -2855.87378513813, 4, 20.406084340000234, 597, 74630,                                             74630, 14.67699146270752, 404.9090270996094
275, -3121.1593524217606, 2, 8.378425266000704, 248, 74878,                                             74878, 14.720444679260254, 404.2628173828125
276, -3153.3525841236115, 2, 11.15298163999978, 306, 75184,                                             75184, 14.100386619567871, 404.52581787109375
277, -3346.295396208763, 3, 10.369353988000512, 298, 75482,                                             75482, 14.336453437805176, 405.3917236328125
278, -3693.29623568058, 3, 12.183561233000546, 349, 75831,                                             75831, 14.730486869812012, 404.33941650390625
279, -2267.2438126802444, 4, 19.840798770999754, 568, 76399,                                             76399, 14.645599365234375, 405.88372802734375
280, -2643.1637432575226, 4, 24.32356193999931, 675, 77074,                                             77074, 14.391592979431152, 407.1946716308594
281, -5835.809490680695, 4, 23.67375384099978, 743, 77817,                                             77817, 14.777180671691895, 406.60455322265625
282, -2788.573215842247, 4, 23.324949156000002, 708, 78525,                                             78525, 13.844343185424805, 407.20062255859375
283, -3402.5219584703445, 3, 10.359150682999825, 289, 78814,                                             78814, 14.40922737121582, 408.8161926269531
284, -4465.257181048393, 2, 21.258532257999832, 622, 79436,                                             79436, 14.492935180664062, 408.4719543457031
285, -3157.4087171554565, 3, 9.349237241000083, 265, 79701,                                             79701, 14.582000732421875, 409.6962585449219
286, -3192.370718717575, 3, 10.573368659000153, 299, 80000,                                             80000, 14.070839881896973, 410.0019226074219
287, -2390.16725897789, 4, 21.87248553400059, 643, 80643,                                             80643, 14.398055076599121, 412.0699462890625
288, -3164.988347053528, 3, 9.16101058500044, 271, 80914,                                             80914, 13.923955917358398, 410.9853820800781
289, -3870.4477977752686, 3, 12.853618021999864, 408, 81322,                                             81322, 14.74569034576416, 412.4515075683594
290, -2984.6914463043213, 3, 8.551643370999955, 235, 81557,                                             81557, 13.735017776489258, 413.0319519042969
291, -3480.9595720767975, 3, 9.810921111000425, 282, 81839,                                             81839, 14.627432823181152, 413.1033020019531
292, -2383.925668179989, 4, 23.465562675, 689, 82528,                                             82528, 14.8154935836792, 414.0753479003906
293, 1020.1968223452568, 1, 19.14476952699988, 507, 83035,                                             83035, 13.839639663696289, 414.3719787597656
294, -1928.8166942596436, 4, 20.22334295300061, 514, 83549,                                             83549, 14.147217750549316, 415.15985107421875
295, -3325.534400701523, 3, 11.539718065999296, 314, 83863,                                             83863, 14.037174224853516, 416.6499938964844
296, -2143.557582616806, 4, 20.02361077400019, 496, 84359,                                             84359, 13.841062545776367, 416.964111328125
297, -3848.910790324211, 2, 11.959766994999882, 366, 84725,                                             84725, 14.607653617858887, 418.21807861328125
298, -2946.1812084913254, 3, 7.951250613000411, 231, 84956,                                             84956, 15.17030143737793, 417.8421936035156
299, -2908.6340975761414, 2, 7.132968443000209, 195, 85151,                                             85151, 13.55517292022705, 417.2316589355469
300, -2601.832669854164, 4, 23.440682985999956, 707, 85858,                                             85858, 14.182723999023438, 418.2653503417969
301, -2970.899775147438, 3, 8.017987778999668, 220, 86078,                                             86078, 14.735459327697754, 421.01995849609375
302, -3469.5508521795273, 3, 12.188603865000005, 364, 86442,                                             86442, 14.257149696350098, 421.5427551269531
303, -3207.2232699394226, 3, 10.589682169000298, 309, 86751,                                             86751, 14.440388679504395, 421.2087097167969
304, -2416.320869445801, 2, 3.122461738000311, 83, 86834,                                             86834, 14.522194862365723, 421.6565856933594
305, -3073.662129163742, 2, 7.766042324999944, 221, 87055,                                             87055, 14.997430801391602, 423.8822326660156
306, -3395.551102757454, 3, 11.441997791999711, 349, 87404,                                             87404, 14.77576732635498, 423.19586181640625
307, -2350.1763026714325, 4, 20.038465462000204, 547, 87951,                                             87951, 14.683382034301758, 424.3647155761719
308, -4429.721564412117, 3, 12.633648141999402, 341, 88292,                                             88292, 14.40922737121582, 424.61065673828125
309, -2753.5310595035553, 2, 6.534981241999958, 150, 88442,                                             88442, 13.185890197753906, 424.2562255859375
310, -3913.115424335003, 2, 12.374278653000147, 331, 88773,                                             88773, 15.2067232131958, 425.7109069824219
311, -2818.499512910843, 2, 5.196324954999909, 126, 88899,                                             88899, 13.649640083312988, 426.3664245605469
312, -3542.0009593963623, 2, 15.608112525000251, 393, 89292,                                             89292, 14.81254768371582, 425.4037170410156
313, -3708.5298748016357, 2, 17.69771961600054, 432, 89724,                                             89724, 15.009604454040527, 426.44708251953125
314, -2975.7227271795273, 3, 8.973613888999353, 213, 89937,                                             89937, 15.20853042602539, 427.24066162109375
315, -2408.127039670944, 2, 3.922045815999809, 85, 90022,                                             90022, 15.220197677612305, 428.06121826171875
316, -3425.863436460495, 2, 12.161433506999856, 330, 90352,                                             90352, 15.032894134521484, 429.5598449707031
317, -2526.0440258979797, 2, 3.314212835000035, 74, 90426,                                             90426, 15.553229331970215, 430.7885437011719
318, -3099.617935180664, 2, 8.57154786799947, 202, 90628,                                             90628, 15.278268814086914, 431.1391296386719
319, -2899.0827120542526, 2, 8.367566091000299, 203, 90831,                                             90831, 15.124349594116211, 429.4693603515625
320, -2758.6304417848587, 3, 9.354084169000089, 237, 91068,                                             91068, 15.214948654174805, 432.02410888671875
321, 1970.5701993107796, 1, 7.959088640999653, 182, 91250,                                             91250, 14.637236595153809, 429.87542724609375
322, -2390.9127633571625, 2, 2.126631039000131, 42, 91292,                                             91292, 15.172060012817383, 431.0699462890625
323, -2928.6665662527084, 2, 7.554120454999975, 189, 91481,                                             91481, 15.423922538757324, 433.30267333984375
324, -2585.829867362976, 2, 6.372936824000135, 166, 91647,                                             91647, 16.143251419067383, 431.6330871582031
325, -3028.8296173214912, 3, 9.788434600999608, 267, 91914,                                             91914, 15.595955848693848, 433.95458984375
326, -2743.12766623497, 2, 3.721896722000565, 94, 92008,                                             92008, 15.060869216918945, 430.3475646972656
327, -2223.925646185875, 2, 2.5408602939996854, 63, 92071,                                             92071, 15.619832992553711, 432.3926086425781
328, -2879.851287007332, 2, 6.547352599999613, 184, 92255,                                             92255, 16.755857467651367, 435.80523681640625
329, -3559.70496070385, 2, 13.897158282999953, 373, 92628,                                             92628, 16.312789916992188, 433.66961669921875
330, -2512.09938788414, 2, 3.1169342309995045, 81, 92709,                                             92709, 14.813271522521973, 434.273681640625
331, -2884.968273282051, 2, 6.615621009999813, 172, 92881,                                             92881, 16.40599822998047, 436.1273193359375
332, -3498.033044219017, 2, 12.375521357999787, 300, 93181,                                             93181, 15.494586944580078, 434.5714416503906
333, -2620.579516172409, 2, 6.287865215999773, 167, 93348,                                             93348, 16.559795379638672, 437.38824462890625
334, -2858.1928647756577, 3, 7.3424688730001435, 189, 93537,                                             93537, 16.306394577026367, 434.18389892578125
335, -2859.265823364258, 2, 6.357725667000523, 179, 93716,                                             93716, 15.999410629272461, 437.845703125
336, 2319.2153844833374, 1, 3.1166729939996003, 84, 93800,                                             93800, 15.782475471496582, 437.70257568359375
337, -6317.787894964218, 2, 19.824583956000424, 592, 94392,                                             94392, 16.637561798095703, 437.2914733886719
338, -3147.1306326389313, 3, 9.555536228000165, 268, 94660,                                             94660, 15.624690055847168, 439.7136535644531
339, -3634.0160673856735, 3, 14.988910817999567, 420, 95080,                                             95080, 17.00950813293457, 438.353759765625
340, -3163.950379371643, 2, 10.159628802000043, 253, 95333,                                             95333, 16.738399505615234, 438.107666015625
